District_C11ID,Area.Other.Kharif.Pulses,Prod.Other.Kharif.Pulses,Yield.Other.Kharif.Pulses,Area.Moong,Prod.Moong,Yield.Moong,Area.Moth,Prod.Moth,Yield.Moth,Area.Other.Rabi.Pulses,Prod.Other.Rabi.Pulses,Yield.Other.Rabi.Pulses,Area.Peas...Beans..Pulses.,Prod.Peas...Beans..Pulses.,Yield.Peas...Beans..Pulses.,Area.Urad,Prod.Urad,Yield.Urad,Area.Gram,Prod.Gram,Yield.Gram,Area.Masoor,Prod.Masoor,Yield.Masoor,Area.HorseGram,Prod.HorseGram,Yield.HorseGram,Area.Arhar..Tur.,Prod.Arhar..Tur.,Yield.Arhar..Tur.,areaTot,prodTot,yieldTot,diversity,dominant_pulses
601,501,112.5,0.225,NA,NA,NA,NA,NA,NA,201,144.6666667,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.5,102.5,0.72,844.5,359.6666667,0.425893033,2.28797361,Area.Other.Kharif.Pulses
602,395.75,109.75,0.2875,6631.5,3550.8,0.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,1608.7,726,0.459,8,6.333333333,0.923333333,NA,NA,NA,60.55555556,20.22222222,0.397777778,1058.2,722.1,0.654,9762.705556,5135.205556,0.526002298,1.992072946,Area.Moong
604,635.75,171.25,0.27,409.6,179.9,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,1837.8,868.8,0.499,3.333333333,2.333333333,0.666666667,NA,NA,NA,34.85714286,18.8,0.386,20.11111111,12.11111111,0.585555556,2941.451587,1253.194444,0.426046259,2.189810459,Area.Urad
605,4687.5,1054.25,0.2675,2156,730.8,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,4026.1,1653.4,0.419,46.625,21.14285714,0.392857143,NA,NA,NA,5067.888889,1876.888889,0.381111111,11645.3,7029.2,0.608,27629.41389,12365.68175,0.447554979,3.739713239,Area.Arhar..Tur.
606,2343.75,563.75,0.265,2082,864,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,6422.5,2538.5,0.438,20.4,6,0.286,NA,NA,NA,3049.888889,1017.555556,0.368888889,2390.8,1494.6,0.642,16309.33889,6484.405556,0.397588498,4.024454443,Area.Urad
607,3849.75,1006.25,0.275,390,155.2,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,16346.6,9063,0.534,141,88.33333333,0.336666667,NA,NA,NA,615,234.5555556,0.397777778,578.2,394.7,0.722,21920.55,10942.03889,0.499168081,1.698418561,Area.Urad
608,11843,2817.5,0.275,5687.4,3415.9,0.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,7027.7,4656.5,0.586,132.6666667,61.33333333,0.442222222,NA,NA,NA,3544.888889,1629.777778,0.475555556,2163.1,1639.9,0.739,30398.75556,14220.91111,0.467812279,3.862347635,Area.Other.Kharif.Pulses
609,2247.75,571,0.5125,5577.7,3861.8,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,3474.2,2414.7,0.645,151.5,93,0.48375,NA,NA,NA,1664.222222,697.8888889,0.523333333,2130.8,1894.5,0.919,15246.17222,9532.888889,0.625264411,4.183231381,Area.Moong
610,10261.25,2514.75,0.2825,3776.3,1900.5,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,1904.4,938.3,0.487,95.25,74.25,0.78875,NA,NA,NA,6396.444444,1950.666667,0.424444444,1164.3,1082.9,0.927,23597.94444,8461.366667,0.358563717,3.365552546,Area.Other.Kharif.Pulses
611,1,1,1,12,4,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,5,0.384615385,1.165517241,Area.Moong
612,13623,2887.25,0.2175,3167.2,1643.1,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,4992.6,2229.1,0.46,615.2222222,311.7777778,0.508888889,NA,NA,NA,3876.333333,1339.888889,0.328888889,1150.6,692.8,0.586,27424.95556,9103.916667,0.33195739,3.169902924,Area.Other.Kharif.Pulses
613,787,101.5,0.135,100.6,37.1,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,702.3,296.2,0.411,10.5,4,0.46,NA,NA,NA,1310.666667,516.2222222,0.392222222,2901.9,1100.6,0.375,5812.966667,2055.622222,0.353627045,3.000487902,Area.Arhar..Tur.
614,669.5,103,0.1525,516,232.3,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,4629,2152.5,0.477,59.77777778,36,0.602222222,NA,NA,NA,896.5555556,355.1111111,0.398888889,1525,600.5,0.413,8295.833333,3479.411111,0.419416709,2.72286751,Area.Urad
615,29.75,6,0.26,159.5,69.4,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004.5,471.4,1.374,37.77777778,39.77777778,0.923333333,NA,NA,NA,8.111111111,3,0.426666667,1055.7,684.9,0.653,2295.338889,1274.477778,0.555246018,2.448975131,Area.Arhar..Tur.
616,NA,NA,NA,26,11,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,1119,400,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.5,122,0.76,1329.5,533,0.400902595,1.373534461,Area.Urad
617,174.5,47.75,0.355,2613.4,777.1,0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,35793,13281.5,0.38,5,2,0.4,NA,NA,NA,47.33333333,17,0.401111111,297.9,200.8,0.707,38931.13333,14326.15,0.367986975,1.176651433,Area.Urad
618,6.5,0.5,0.165,22288,5998.9,0.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,48065.5,12937.3,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70360,18936.7,0.269140136,1.763607489,Area.Urad
619,14.66666667,5,0.316666667,24770.2,5737.3,0.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,40173.3,12008.8,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,16.4,0.726,64982.96667,17767.5,0.273417803,1.895787297,Area.Urad
620,5.5,2.25,0.415,6630,1922.7,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,13299.7,5659.4,0.466,16,5.5,0.445,NA,NA,NA,NA,NA,NA,61.9,41.3,0.647,20013.1,7631.15,0.381307743,1.813614662,Area.Urad
621,518.75,84.5,0.165,114.2,45.3,0.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,960,381.9,0.39,1,1,1,NA,NA,NA,117.6666667,44.55555556,0.396666667,1342.2,833.4,0.604,3053.816667,1390.655556,0.455382791,3.088942274,Area.Arhar..Tur.
622,530.75,106.25,0.21,77.7,32.2,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,132.8,0.392,55.33333333,44,0.395,NA,NA,NA,54.33333333,20.33333333,0.41,190,123.9,0.655,1253.116667,459.4833333,0.36667243,3.49832978,Area.Other.Kharif.Pulses
623,2412,417.75,0.17,4334.5,1544.5,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,1521.5,624.4,0.399,95.375,56.75,0.595,NA,NA,NA,111.1111111,40.33333333,0.397777778,1425.2,904.4,0.634,9899.686111,3588.133333,0.362449202,3.3825629,Area.Moong
624,4700.75,798.5,0.1675,247.5,96,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,112.6,0.389,13.33333333,3.666666667,0.506666667,NA,NA,NA,490.1111111,192.5555556,0.398888889,2405.4,2598.2,1.136,8140.094444,3801.522222,0.467012054,2.344304499,Area.Other.Kharif.Pulses
625,1240.25,226.25,0.185,9125.4,4847.9,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,5585.4,2778.9,0.478,131.5555556,65.77777778,0.5,NA,NA,NA,95.66666667,35.11111111,0.402222222,564.6,330.5,0.569,16742.87222,8284.438889,0.494803925,2.409251161,Area.Moong
626,626,111.25,0.18,216.3,85.3,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,2621.4,975.9,0.377,5,3.333333333,0.67,NA,NA,NA,7.555555556,2.555555556,0.367777778,28,20.5,0.865,3504.255556,1198.838889,0.342109435,1.679573338,Area.Urad
627,760.25,140,0.185,21020.4,8929,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,20568.2,9085.4,0.425,61.66666667,30.44444444,0.491111111,NA,NA,NA,87.88888889,31.125,0.39375,108.8,69.1,0.605,42607.20556,18285.06944,0.429154393,2.097462997,Area.Moong
628,2715,488.5,0.18,6757.7,3361,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,13478.3,5597,0.407,21,18.5,0.936666667,NA,NA,NA,358.3333333,135.4444444,0.395555556,71.8,48.6,0.662,23402.13333,9649.044444,0.412314737,2.332091907,Area.Urad
629,261.75,54.25,0.21,15.55555556,7,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,1855.1,724.7,0.371,NA,NA,NA,NA,NA,NA,5.428571429,1.857142857,0.34,NA,NA,NA,2137.834127,787.8071429,0.368507141,1.302022711,Area.Urad
630,14329,3478,0.2825,1636.4,706.9,0.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,3387.2,1504.3,0.487,404.3333333,73.11111111,0.186666667,NA,NA,NA,24902.66667,10655.88889,0.515555556,4559.3,2882.8,0.672,49218.9,19301,0.392146106,2.815012255,Area.HorseGram
631,5133,1101,0.215,632,246.3333333,0.388333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,701,254.3333333,0.358333333,9.333333333,1.333333333,0.19,NA,NA,NA,16326,6827.333333,0.42,2874.166667,1672.333333,0.583333333,25675.5,10102.66667,0.393474973,2.182612554,Area.HorseGram
632,14676.5,3235,0.2175,4009.5,1659.3,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,1851.2,886.7,0.487,3636.444444,2965.888889,0.907777778,NA,NA,NA,4211.777778,1497.888889,0.372222222,418.9,265.8,0.617,28804.32222,10510.57778,0.364895855,3.118651257,Area.Other.Kharif.Pulses
633,NA,NA,NA,3573,1264,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012.5,853,0.38,3723,2266,0.61,NA,NA,NA,5680,1106,0.2,119,46,0.34,15107.5,5535,0.366374317,3.625462577,Area.HorseGram
634,2,1,0.5,221.1666667,102.5,0.455,NA,NA,NA,4.333333333,2.333333333,0.63,NA,NA,NA,21.66666667,11.33333333,0.581666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.1666667,117.1666667,0.470234114,1.256585757,Area.Moong
635,37.5,34.5,0.915,143.3333333,89.33333333,0.625,NA,NA,NA,102.6666667,115.6666667,1.27,NA,NA,NA,267.1666667,243.6666667,0.926666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550.6666667,483.1666667,0.877421308,2.919382022,Area.Urad
636,NA,NA,NA,2246,1258,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,3147,1888,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5393,3146,0.583348785,1.945692119,Area.Urad
637,NA,NA,NA,1203.333333,378.3333333,0.213333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340.5,500.5,0.228333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2543.833333,878.8333333,0.345475988,1.994201856,Area.Urad
639,272.5,162.25,0.5375,978,587.3333333,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,1254,706.3333333,0.563333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,128.3333333,2.183333333,2666.5,1584.25,0.594130883,2.704020374,Area.Urad
640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
